student_id,scholarship_id,rating,interaction_type
STU0019,S0122,3,application
STU0019,S0062,2,application
STU0019,S0011,2,click
STU0019,S0169,4,save
STU0019,S0045,1,save
STU0019,S0112,1,click
STU0019,S0129,4,application
STU0019,S0046,3,click
STU0019,S0072,3,save
STU0019,S0026,4,application
STU0019,S0174,2,save
STU0019,S0082,2,save
STU0019,S0162,3,save
STU0020,S0015,3,save
STU0020,S0186,3,save
STU0020,S0007,2,click
STU0020,S0059,3,save
STU0020,S0070,1,save
STU0020,S0198,3,application
STU0020,S0114,3,save
STU0020,S0026,3,save
STU0020,S0037,4,click
STU0021,S0146,3,save
STU0021,S0069,3,application
STU0021,S0058,3,save
STU0021,S0124,3,save
STU0021,S0040,2,application
STU0021,S0126,2,click
STU0021,S0047,2,application
STU0021,S0014,2,save
STU0021,S0185,2,click
STU0021,S0127,5,application
STU0021,S0015,3,save
STU0021,S0171,3,click
STU0021,S0132,3,save
STU0021,S0140,3,save
STU0021,S0158,4,click
STU0021,S0088,2,save
STU0021,S0178,3,application
STU0021,S0089,1,click
STU0021,S0062,3,application
STU0021,S0024,2,click
STU0022,S0169,2,click
STU0022,S0153,3,click
STU0022,S0184,2,application
STU0022,S0099,2,click
STU0022,S0062,2,save
STU0022,S0176,3,click
STU0022,S0195,3,application
STU0022,S0024,3,application
STU0022,S0094,3,save
STU0022,S0157,1,save
STU0022,S0048,4,click
STU0022,S0085,3,application
STU0022,S0056,3,application
STU0022,S0067,2,click
STU0022,S0194,3,save
STU0022,S0084,1,save
STU0022,S0088,3,click
STU0023,S0071,2,click
STU0023,S0133,4,save
STU0023,S0167,1,click
STU0023,S0013,2,application
STU0023,S0016,3,click
STU0023,S0128,4,application
STU0023,S0163,4,click
STU0023,S0040,2,save
STU0023,S0030,3,click
STU0023,S0155,2,click
STU0023,S0008,1,click
STU0023,S0140,2,save
STU0023,S0154,2,save
STU0023,S0142,3,click
STU0023,S0123,2,application
STU0023,S0166,3,click
STU0024,S0106,3,save
STU0024,S0029,2,application
STU0024,S0189,1,application
STU0024,S0003,2,click
STU0024,S0154,4,click
STU0024,S0196,3,click
STU0024,S0130,3,click
STU0024,S0139,3,application
STU0024,S0019,1,application
STU0024,S0115,4,click
STU0024,S0022,1,application
STU0024,S0073,1,click
STU0025,S0056,3,application
STU0025,S0017,3,save
STU0025,S0086,3,save
STU0025,S0125,3,click
STU0025,S0163,3,click
STU0025,S0104,3,application
STU0025,S0158,4,save
STU0025,S0068,3,click
STU0025,S0109,2,application
STU0025,S0079,4,application
STU0025,S0197,4,save
STU0026,S0040,4,save
STU0026,S0174,2,application
STU0026,S0163,2,application
STU0026,S0151,4,save
STU0026,S0062,2,save
STU0026,S0121,2,save
STU0026,S0006,2,application
STU0026,S0133,2,click
STU0026,S0080,3,application
STU0026,S0193,2,application
STU0026,S0007,2,save
STU0026,S0002,3,save
STU0026,S0135,2,click
STU0026,S0099,5,click
STU0026,S0060,2,save
STU0026,S0187,1,save
STU0026,S0125,2,save
STU0026,S0111,3,application
STU0027,S0058,3,application
STU0027,S0200,3,click
STU0027,S0047,3,save
STU0027,S0037,2,click
STU0027,S0177,3,application
STU0027,S0149,2,save
STU0027,S0014,5,click
STU0027,S0195,3,application
STU0027,S0054,3,application
STU0027,S0184,3,click
STU0028,S0181,2,save
STU0028,S0022,2,application
STU0028,S0167,3,click
STU0028,S0089,3,save
STU0028,S0047,2,application
STU0028,S0141,2,click
STU0028,S0120,3,save
STU0028,S0095,4,save
STU0028,S0128,3,save
STU0029,S0144,3,click
STU0029,S0107,3,click
STU0029,S0055,4,click
STU0029,S0003,3,save
STU0029,S0174,2,application
STU0029,S0032,4,click
STU0029,S0125,3,application
STU0029,S0049,2,click
STU0029,S0033,3,application
STU0029,S0093,3,application
STU0029,S0175,3,application
STU0029,S0001,3,save
STU0029,S0142,3,application
STU0029,S0123,3,save
STU0029,S0166,3,click
STU0029,S0136,3,save
STU0029,S0132,3,application
STU0030,S0059,3,save
STU0030,S0136,1,click
STU0030,S0180,2,click
STU0030,S0183,1,click
STU0030,S0004,3,save
STU0030,S0170,3,application
STU0030,S0150,3,application
STU0030,S0118,2,application
STU0030,S0156,2,application
STU0030,S0001,2,application
STU0030,S0089,2,click
STU0030,S0125,2,click
STU0030,S0141,3,application
STU0030,S0161,3,application
STU0031,S0055,2,application
STU0031,S0076,2,application
STU0031,S0036,1,application
STU0031,S0124,3,click
STU0031,S0186,4,save
STU0031,S0056,3,click
STU0031,S0095,3,application
STU0031,S0104,2,save
STU0032,S0133,3,save
STU0032,S0098,3,save
STU0032,S0126,2,click
STU0032,S0096,1,click
STU0032,S0188,2,save
STU0032,S0050,2,click
STU0032,S0179,4,save
STU0032,S0071,3,click
STU0032,S0113,2,application
STU0032,S0088,2,application
STU0032,S0051,3,save
STU0032,S0034,2,save
STU0032,S0141,3,click
STU0032,S0187,2,save
STU0032,S0125,3,click
STU0032,S0120,2,click
STU0032,S0080,3,application
STU0032,S0035,3,application
STU0032,S0017,3,application
STU0033,S0177,2,save
STU0033,S0072,2,application
STU0033,S0114,2,click
STU0033,S0022,2,application
STU0033,S0120,3,application
STU0033,S0132,3,save
STU0033,S0195,3,click
STU0033,S0020,4,application
STU0033,S0034,2,save
STU0033,S0141,1,application
STU0033,S0090,2,click
STU0033,S0042,2,save
STU0033,S0056,4,save
STU0033,S0006,1,application
STU0033,S0188,2,save
STU0034,S0092,4,save
STU0034,S0171,2,application
STU0034,S0088,2,click
STU0034,S0123,3,application
STU0034,S0175,2,click
STU0034,S0089,3,application
STU0034,S0095,3,application
STU0034,S0079,4,application
STU0034,S0154,2,application
STU0035,S0007,3,save
STU0035,S0121,2,click
STU0035,S0079,4,application
STU0035,S0061,3,click
STU0035,S0191,1,click
STU0035,S0057,5,click
STU0035,S0105,2,application
STU0035,S0198,3,application
STU0035,S0137,2,application
STU0035,S0173,2,click
STU0035,S0039,4,click
STU0035,S0030,3,save
STU0036,S0019,3,application
STU0036,S0095,4,save
STU0036,S0067,3,save
STU0036,S0194,2,save
STU0036,S0098,3,click
STU0036,S0147,3,save
STU0036,S0174,2,application
STU0036,S0188,2,save
STU0036,S0127,1,click
STU0036,S0044,3,application
STU0036,S0059,2,application
STU0037,S0068,1,application
STU0037,S0188,3,save
STU0037,S0001,1,click
STU0037,S0154,2,save
STU0037,S0176,2,application
STU0037,S0182,1,application
STU0037,S0187,3,application
STU0037,S0101,3,click
STU0037,S0179,2,application
STU0037,S0168,1,application
STU0038,S0108,3,save
STU0038,S0127,2,click
STU0038,S0186,3,click
STU0038,S0116,2,save
STU0038,S0179,2,application
STU0038,S0035,3,save
STU0038,S0020,2,click
STU0038,S0153,4,click
STU0038,S0043,2,click
STU0039,S0164,2,click
STU0039,S0171,3,application
STU0039,S0154,3,click
STU0039,S0105,3,save
STU0039,S0137,2,save
STU0039,S0197,3,save
STU0039,S0061,2,save
STU0039,S0012,2,application
STU0039,S0001,3,save
STU0039,S0142,2,click
STU0039,S0062,3,application
STU0039,S0065,1,click
STU0039,S0032,4,click
STU0039,S0176,2,save
STU0039,S0039,2,application
STU0039,S0152,2,application
STU0039,S0120,2,application
STU0039,S0005,4,save
STU0039,S0156,2,application
STU0040,S0152,5,application
STU0040,S0041,3,application
STU0040,S0140,2,click
STU0040,S0091,3,click
STU0040,S0120,1,click
STU0040,S0071,3,application
STU0040,S0156,3,save
STU0040,S0098,1,application
STU0040,S0102,2,save
STU0040,S0051,2,click
STU0041,S0115,4,click
STU0041,S0076,2,save
STU0041,S0044,3,application
STU0041,S0075,3,application
STU0041,S0089,2,save
STU0041,S0139,3,save
STU0041,S0187,3,save
STU0041,S0182,4,click
STU0041,S0108,3,save
STU0041,S0173,3,application
STU0041,S0041,2,application
STU0041,S0004,3,save
STU0041,S0006,2,application
STU0041,S0113,3,application
STU0041,S0149,2,click
STU0042,S0141,3,click
STU0042,S0177,4,click
STU0042,S0061,4,click
STU0042,S0018,1,click
STU0042,S0182,3,click
STU0042,S0007,4,save
STU0042,S0115,2,save
STU0042,S0107,4,click
STU0042,S0067,2,save
STU0042,S0106,3,click
STU0042,S0162,3,click
STU0042,S0075,3,save
STU0042,S0173,3,click
STU0042,S0184,5,save
STU0042,S0039,3,application
STU0042,S0038,2,click
STU0042,S0064,3,click
STU0042,S0065,2,application
STU0042,S0149,4,click
STU0042,S0180,3,application
STU0043,S0124,3,click
STU0043,S0119,3,click
STU0043,S0125,2,save
STU0043,S0159,2,click
STU0043,S0057,2,save
STU0043,S0186,2,click
STU0043,S0112,2,application
STU0043,S0025,3,save
STU0043,S0091,2,save
STU0043,S0061,3,application
STU0043,S0069,3,save
STU0043,S0039,1,application
STU0043,S0076,3,click
STU0043,S0161,2,click
STU0043,S0065,4,application
STU0043,S0107,2,click
STU0044,S0079,2,application
STU0044,S0048,3,click
STU0044,S0098,3,click
STU0044,S0143,2,save
STU0044,S0015,2,save
STU0044,S0179,3,click
STU0044,S0150,1,application
STU0044,S0044,3,save
STU0044,S0008,4,application
STU0044,S0034,3,application
STU0044,S0135,3,save
STU0044,S0016,2,save
STU0044,S0043,2,click
STU0045,S0095,4,click
STU0045,S0133,3,save
STU0045,S0109,5,application
STU0045,S0046,3,save
STU0045,S0104,2,application
STU0045,S0157,1,save
STU0045,S0027,3,save
STU0045,S0155,3,application
STU0046,S0018,3,save
STU0046,S0100,1,click
STU0046,S0082,3,application
STU0046,S0068,2,click
STU0046,S0194,3,application
STU0046,S0057,2,save
STU0046,S0134,2,click
STU0046,S0097,2,application
STU0046,S0049,3,application
STU0046,S0073,3,save
STU0046,S0095,3,click
STU0046,S0098,3,save
STU0047,S0021,3,click
STU0047,S0161,3,save
STU0047,S0172,4,save
STU0047,S0197,2,save
STU0047,S0005,4,application
STU0047,S0131,3,save
STU0047,S0140,3,application
STU0047,S0143,1,click
STU0047,S0007,2,application
STU0047,S0081,3,application
STU0047,S0051,2,save
STU0047,S0013,3,application
STU0047,S0187,3,click
STU0047,S0104,2,click
STU0047,S0108,3,save
STU0047,S0038,1,save
STU0047,S0125,3,click
STU0047,S0102,3,click
STU0047,S0154,2,application
STU0047,S0134,2,save
STU0048,S0167,3,application
STU0048,S0157,4,save
STU0048,S0013,2,click
STU0048,S0180,1,save
STU0048,S0055,3,application
STU0048,S0004,2,save
STU0049,S0042,3,save
STU0049,S0032,2,application
STU0049,S0040,1,application
STU0049,S0138,3,save
STU0049,S0050,3,click
STU0049,S0035,4,save
STU0049,S0036,3,save
STU0049,S0084,2,click
STU0049,S0038,3,save
STU0049,S0174,3,application
STU0049,S0025,3,save
STU0049,S0051,3,click
STU0050,S0125,3,application
STU0050,S0096,2,save
STU0050,S0186,1,save
STU0050,S0078,4,application
STU0050,S0031,4,save
STU0050,S0062,4,save
STU0050,S0104,2,application
STU0050,S0164,3,application
STU0050,S0072,4,save
STU0051,S0114,3,click
STU0051,S0042,3,application
STU0051,S0142,2,application
STU0051,S0141,3,application
STU0051,S0176,1,click
STU0052,S0188,3,click
STU0052,S0130,3,application
STU0052,S0156,3,application
STU0052,S0024,2,click
STU0052,S0149,3,click
STU0052,S0117,2,click
STU0052,S0190,2,save
STU0052,S0144,3,click
STU0052,S0164,2,save
STU0052,S0071,4,save
STU0052,S0053,2,application
STU0052,S0200,1,save
STU0052,S0031,2,click
STU0052,S0169,2,click
STU0052,S0102,3,save
STU0052,S0008,3,click
STU0052,S0055,3,click
STU0052,S0021,1,save
STU0052,S0148,2,click
STU0053,S0162,2,application
STU0053,S0045,2,click
STU0053,S0124,3,save
STU0053,S0071,4,click
STU0053,S0143,3,click
STU0053,S0190,2,application
STU0053,S0019,3,application
STU0053,S0094,3,application
STU0053,S0010,2,click
STU0053,S0110,2,application
STU0053,S0005,3,save
STU0053,S0021,3,application
STU0053,S0192,3,save
STU0053,S0068,2,click
STU0053,S0020,3,save
STU0053,S0134,3,save
STU0053,S0075,4,save
STU0053,S0034,3,click
STU0053,S0174,2,application
STU0053,S0080,3,application
STU0054,S0066,3,click
STU0054,S0073,3,save
STU0054,S0191,2,save
STU0054,S0082,2,click
STU0054,S0042,4,save
STU0054,S0199,3,click
STU0054,S0002,3,save
STU0054,S0009,3,application
STU0054,S0014,2,application
STU0054,S0049,2,click
STU0055,S0071,3,save
STU0055,S0169,3,application
STU0055,S0012,2,save
STU0055,S0192,3,application
STU0055,S0166,2,click
STU0055,S0021,2,save
STU0055,S0025,3,click
STU0055,S0056,3,save
STU0055,S0134,2,click
STU0056,S0069,2,application
STU0056,S0195,2,application
STU0056,S0043,1,save
STU0056,S0100,2,click
STU0056,S0196,4,application
STU0056,S0132,2,save
STU0056,S0199,2,save
STU0057,S0032,3,application
STU0057,S0138,2,save
STU0057,S0101,4,click
STU0057,S0054,4,save
STU0057,S0140,4,application
STU0057,S0186,3,click
STU0057,S0114,2,click
STU0057,S0108,2,save
STU0058,S0099,2,application
STU0058,S0157,2,application
STU0058,S0004,3,save
STU0058,S0139,2,click
STU0058,S0113,3,save
STU0058,S0082,3,click
STU0058,S0120,1,click
STU0058,S0076,2,click
STU0058,S0083,3,click
STU0058,S0016,2,click
STU0058,S0046,2,application
STU0058,S0009,4,application
STU0058,S0103,3,save
STU0058,S0144,4,save
STU0058,S0044,2,save
STU0058,S0198,4,save
STU0058,S0049,3,click
STU0059,S0102,2,application
STU0059,S0175,2,save
STU0059,S0195,2,click
STU0059,S0096,4,application
STU0059,S0097,2,application
STU0059,S0119,3,click
STU0059,S0159,2,save
STU0060,S0119,3,application
STU0060,S0036,3,click
STU0060,S0181,2,save
STU0060,S0170,2,application
STU0060,S0097,3,application
STU0060,S0165,1,click
STU0061,S0128,3,application
STU0061,S0107,2,click
STU0061,S0117,3,application
STU0061,S0027,2,application
STU0061,S0046,2,click
STU0062,S0075,3,save
STU0062,S0069,2,save
STU0062,S0046,2,save
STU0062,S0192,3,save
STU0062,S0171,3,application
STU0062,S0025,4,application
STU0062,S0123,5,save
STU0062,S0095,2,application
STU0062,S0191,4,click
STU0062,S0034,2,application
STU0062,S0189,2,application
STU0062,S0146,3,application
STU0062,S0140,5,click
STU0062,S0060,3,save
STU0062,S0128,2,application
STU0062,S0117,1,application
STU0062,S0107,3,save
STU0063,S0039,3,save
STU0063,S0086,1,save
STU0063,S0028,2,click
STU0063,S0001,2,application
STU0063,S0099,3,click
STU0063,S0007,3,application
STU0063,S0134,3,click
STU0063,S0060,3,save
STU0063,S0127,2,save
STU0063,S0194,2,save
STU0063,S0035,1,click
STU0063,S0142,4,application
STU0063,S0011,2,save
STU0063,S0029,3,save
STU0064,S0158,2,application
STU0064,S0083,2,click
STU0064,S0007,3,click
STU0064,S0064,3,click
STU0064,S0199,4,application
STU0064,S0143,2,click
STU0064,S0153,5,click
STU0064,S0069,3,click
STU0064,S0057,2,click
STU0065,S0129,4,click
STU0065,S0060,4,click
STU0065,S0086,2,application
STU0065,S0062,3,application
STU0065,S0139,2,save
STU0065,S0035,2,application
STU0065,S0108,3,click
STU0065,S0046,2,save
STU0065,S0019,2,save
STU0065,S0070,2,click
STU0065,S0084,3,save
STU0065,S0172,4,save
STU0066,S0096,3,application
STU0066,S0083,1,save
STU0066,S0008,4,save
STU0066,S0161,4,save
STU0066,S0139,3,save
STU0067,S0136,2,application
STU0067,S0092,2,click
STU0067,S0150,2,application
STU0067,S0076,1,application
STU0067,S0032,2,save
STU0067,S0111,3,application
STU0067,S0153,2,application
STU0068,S0156,2,application
STU0068,S0024,4,application
STU0068,S0068,4,application
STU0068,S0014,3,click
STU0068,S0198,3,application
STU0068,S0171,2,application
STU0068,S0168,5,application
STU0068,S0102,3,application
STU0068,S0064,2,click
STU0069,S0156,1,click
STU0069,S0138,2,click
STU0069,S0193,3,save
STU0069,S0063,5,application
STU0069,S0037,3,save
STU0069,S0047,3,application
STU0069,S0162,4,click
STU0069,S0062,4,click
STU0069,S0028,3,click
STU0069,S0056,4,save
STU0069,S0172,2,click
STU0069,S0191,2,application
STU0069,S0042,1,application
STU0069,S0090,2,save
STU0069,S0147,4,save
STU0069,S0143,4,click
STU0069,S0134,2,save
STU0070,S0073,2,click
STU0070,S0153,3,save
STU0070,S0056,3,save
STU0070,S0105,2,click
STU0070,S0041,1,save
STU0070,S0132,2,click
STU0071,S0001,3,save
STU0071,S0177,3,click
STU0071,S0200,1,click
STU0071,S0005,2,save
STU0071,S0061,1,save
STU0071,S0183,2,save
STU0071,S0051,3,application
STU0071,S0178,2,application
STU0071,S0189,4,click
STU0071,S0070,3,save
STU0071,S0187,1,click
STU0071,S0009,3,save
STU0071,S0149,3,application
STU0071,S0160,3,click
STU0071,S0113,2,application
STU0071,S0181,3,save
STU0071,S0033,3,click
STU0071,S0140,3,save
STU0071,S0025,3,application
STU0071,S0088,2,save
STU0072,S0108,1,save
STU0072,S0052,2,application
STU0072,S0114,2,save
STU0072,S0192,4,click
STU0072,S0094,4,save
STU0072,S0181,4,click
STU0072,S0196,2,application
STU0072,S0129,2,click
STU0072,S0104,4,application
STU0072,S0024,1,application
STU0072,S0186,3,save
STU0072,S0078,4,application
STU0072,S0077,3,click
STU0072,S0021,2,click
STU0072,S0170,2,save
STU0072,S0098,3,save
STU0072,S0008,2,application
STU0073,S0048,4,save
STU0073,S0134,3,application
STU0073,S0191,1,click
STU0073,S0174,3,application
STU0073,S0059,2,click
STU0073,S0003,3,application
STU0073,S0148,2,click
STU0073,S0109,1,save
STU0073,S0121,1,click
STU0073,S0163,4,save
STU0073,S0195,5,save
STU0073,S0114,1,application
STU0073,S0199,2,click
STU0073,S0105,3,click
STU0073,S0052,3,save
STU0073,S0074,3,application
STU0073,S0036,3,save
STU0074,S0009,3,application
STU0074,S0002,2,application
STU0074,S0178,4,application
STU0074,S0116,3,save
STU0074,S0084,3,application
STU0075,S0116,3,click
STU0075,S0180,3,click
STU0075,S0168,2,click
STU0075,S0200,3,save
STU0075,S0159,1,application
STU0075,S0164,2,save
STU0075,S0041,2,click
STU0075,S0138,2,click
STU0075,S0177,4,application
STU0075,S0143,3,application
STU0075,S0031,1,save
STU0075,S0053,2,click
STU0075,S0011,4,click
STU0075,S0093,2,save
STU0075,S0124,3,save
STU0075,S0057,3,click
STU0075,S0126,3,click
STU0075,S0024,1,application
STU0076,S0172,3,save
STU0076,S0065,3,save
STU0076,S0196,4,click
STU0076,S0136,2,application
STU0076,S0070,2,application
STU0076,S0057,4,click
STU0076,S0085,3,application
STU0076,S0134,1,save
STU0076,S0199,3,click
STU0076,S0042,3,save
STU0076,S0109,3,application
STU0077,S0031,2,application
STU0077,S0062,2,save
STU0077,S0171,1,click
STU0077,S0109,3,application
STU0077,S0116,3,application
STU0077,S0155,2,application
STU0077,S0048,3,save
STU0077,S0017,2,click
STU0077,S0039,4,application
STU0077,S0094,2,application
STU0077,S0134,2,save
STU0077,S0183,3,click
STU0077,S0053,2,application
STU0077,S0163,2,click
STU0078,S0092,2,click
STU0078,S0004,2,save
STU0078,S0049,2,save
STU0078,S0041,1,application
STU0078,S0108,1,click
STU0078,S0016,4,application
STU0078,S0172,3,click
STU0078,S0013,2,click
STU0078,S0042,4,click
STU0078,S0070,2,application
STU0078,S0087,2,click
STU0078,S0158,3,application
STU0079,S0164,2,save
STU0079,S0107,3,click
STU0079,S0114,4,click
STU0079,S0113,3,application
STU0079,S0046,3,save
STU0080,S0072,2,application
STU0080,S0168,3,application
STU0080,S0043,3,save
STU0080,S0090,2,save
STU0080,S0128,3,click
STU0081,S0074,1,save
STU0081,S0112,3,save
STU0081,S0046,3,click
STU0081,S0004,2,save
STU0081,S0166,3,click
STU0081,S0054,3,click
STU0081,S0009,1,application
STU0081,S0137,2,save
STU0081,S0188,4,application
STU0081,S0087,2,application
STU0081,S0115,2,application
STU0081,S0151,4,click
STU0081,S0058,3,application
STU0081,S0125,2,save
STU0081,S0162,3,click
STU0081,S0093,2,application
STU0081,S0018,3,application
STU0081,S0139,2,application
STU0082,S0059,2,click
STU0082,S0147,1,click
STU0082,S0138,3,save
STU0082,S0172,3,application
STU0082,S0070,2,save
STU0082,S0149,2,save
STU0083,S0124,3,click
STU0083,S0179,2,click
STU0083,S0040,2,save
STU0083,S0128,3,application
STU0083,S0171,3,save
STU0083,S0079,1,click
STU0083,S0087,2,application
STU0083,S0196,2,application
STU0083,S0157,4,save
STU0083,S0111,3,save
STU0083,S0022,4,application
STU0083,S0017,2,save
STU0083,S0027,3,save
STU0083,S0119,2,application
STU0083,S0149,3,application
STU0083,S0009,2,application
STU0083,S0159,3,click
STU0083,S0074,2,save
STU0084,S0061,3,save
STU0084,S0190,2,click
STU0084,S0077,3,save
STU0084,S0094,3,application
STU0084,S0135,4,save
STU0084,S0107,2,application
STU0084,S0045,3,application
STU0084,S0132,3,click
STU0084,S0017,2,application
STU0084,S0060,2,click
STU0084,S0093,3,application
STU0084,S0056,3,save
STU0085,S0009,2,click
STU0085,S0018,3,save
STU0085,S0017,3,application
STU0085,S0147,2,application
STU0085,S0019,2,save
STU0085,S0141,3,save
STU0085,S0109,2,application
STU0085,S0102,1,click
STU0085,S0110,4,application
STU0085,S0179,3,save
STU0085,S0055,3,save
STU0085,S0124,2,save
STU0085,S0190,4,application
STU0085,S0174,4,save
STU0085,S0165,3,save
STU0085,S0010,3,application
STU0085,S0012,2,click
STU0086,S0116,3,click
STU0086,S0045,3,save
STU0086,S0142,3,save
STU0086,S0028,1,application
STU0086,S0125,3,application
STU0086,S0081,3,click
